kan_name,kou_name,moku_name,setsu_layer1_name,setsu_layer2_name,setsumei_layer1_name,setsumei_layer2_name,setsumei_layer3_name,amount_2025,amount_2026,増減額,増減率,状態,増減額順位
総務費,総務管理費,企画費,旅費,費用弁償,,,,271,336,65,24,増額,2335
総務費,総務管理費,企画費,旅費,普通旅費,,,,775,302,-473,-61,減額,5361
総務費,総務管理費,企画費,旅費,特別旅費,,,,1650,1750,100,6.1,増額,2193
総務費,総務管理費,企画費,需用費,,,,,1420,3685,2265,159.5,増額,1011
総務費,総務管理費,企画費,需用費,消耗品費,,,,353,1141,788,223.2,増額,1390
総務費,総務管理費,企画費,需用費,食糧費,,,,41,24,-17,-41.5,減額,4539
総務費,総務管理費,企画費,需用費,印刷製本費,,,,755,2520,1765,233.8,増額,1084
総務費,総務管理費,企画費,需用費,修繕料,,,,271,0,-271,-100,廃止,5211
総務費,総務管理費,企画費,役務費,,,,,440,1419,979,222.5,増額,1314
総務費,総務管理費,企画費,役務費,手数料,,,,440,1320,880,200,増額,1346
総務費,総務管理費,企画費,委託料,,,,,23370,35716,12346,52.8,増額,466
総務費,総務管理費,企画費,使用料及び賃借料,,,,,33,76,43,130.3,増額,2446
総務費,総務管理費,企画費,負担金、補助及び交付金,,,,,17501,25599,8098,46.3,増額,588
総務費,総務管理費,企画費,負担金、補助及び交付金,負担金,,,,951,851,-100,-10.5,減額,4957
総務費,総務管理費,企画費,負担金、補助及び交付金,補助金,,,,16550,24748,8198,49.5,増額,580
総務費,総務管理費,企画費,積立金,,,,,244,274,30,12.3,増額,2531
総務費,総務管理費,企画費,,,給与費,,,604,1248,644,106.6,増額,1453
総務費,総務管理費,企画費,,,給与費,総合計画審議会委員　３０人,,604,1248,644,106.6,増額,1454
総務費,総務管理費,企画費,,,企画調整費,,,25628,26158,530,2.1,増額,1537
総務費,総務管理費,企画費,,,企画調整費,企画調査費,,25232,25619,387,1.5,増額,1667
総務費,総務管理費,企画費,,,企画調整費,企画調査費,第六次富士市総合計画進行管理,,,,,不明,
総務費,総務管理費,企画費,,,企画調整費,企画調査費,第六次富士市総合計画後期計画策定,,,,,不明,
総務費,総務管理費,企画費,,,企画調整費,企画調査費,デジタル田園都市総合戦略進行管理,,,,,不明,
総務費,総務管理費,企画費,,,企画調整費,企画調査費,高等教育機関の誘致等検討,,0,,,廃止,
総務費,総務管理費,企画費,,,企画調整費,企画調査費,フィールドワーク活性化事業,,0,,,廃止,
総務費,総務管理費,企画費,,,企画調整費,企画調査費,フィールドワークセンター運営管理,,0,,,廃止,
総務費,総務管理費,企画費,,,企画調整費,企画調査費,新規政策及び特命事項の調査研究,,,,,不明,
総務費,総務管理費,企画費,,,企画調整費,企画調査費,フィールドワーク推進補助金,1500,0,-1500,-100,廃止,5598
総務費,総務管理費,企画費,,,企画調整費,企画調査費,地域活性化センター負担金,140,140,0,0,横ばい,3097
総務費,総務管理費,企画費,,,企画調整費,企画調査費,富士山世界文化遺産協議会負担金,357,357,0,0,横ばい,3098
総務費,総務管理費,企画費,,,企画調整費,企画調査費,ふじのくに地域・大学コンソーシアム,100,100,0,0,横ばい,3099
総務費,総務管理費,企画費,,,企画調整費,企画調査費,「世界文化遺産」地域連携会議会費,20,20,0,0,横ばい,3100
総務費,総務管理費,企画費,,,企画調整費,広域行政推進事業費,,396,539,143,36.1,増額,2091
総務費,総務管理費,企画費,,,企画調整費,広域行政推進事業費,富士地区広域行政連絡会負担金,84,84,0,0,横ばい,3101
総務費,総務管理費,企画費,,,企画調整費,広域行政推進事業費,富士山ネットワーク会議負担金,150,150,0,0,横ばい,3102
総務費,総務管理費,企画費,,,企画調整費,広域行政推進事業費,会議、研修会出席者負担金,100,0,-100,-100,廃止,4958
総務費,総務管理費,企画費,,,政策推進費,,,22680,45244,22564,99.5,増額,347
総務費,総務管理費,企画費,,,政策推進費,戦略的施策推進費,,868,3376,2508,288.9,増額,972
総務費,総務管理費,企画費,,,政策推進費,戦略的施策推進費,官民連携プロジェクトの推進,,0,,,廃止,
総務費,総務管理費,企画費,,,政策推進費,ＳＤＧｓ推進事業費,,21812,27444,5632,25.8,増額,698
総務費,総務管理費,企画費,,,政策推進費,ＳＤＧｓ推進事業費,ＳＤＧｓ共想・共創プラットフォーム運営,,,,,不明,
総務費,総務管理費,企画費,,,政策推進費,ＳＤＧｓ推進事業費,普及啓発事業,,,,,不明,
総務費,総務管理費,企画費,,,政策推進費,ＳＤＧｓ推進事業費,ＳＤＧｓプロジェクトエッグ応援補助金,15050,22948,7898,52.5,増額,601
総務費,総務管理費,企画費,,,企業版ふるさと納税基金積立費,,,244,274,30,12.3,増額,2532
総務費,総務管理費,企画費,,,企業版ふるさと納税基金積立費,企業版ふるさと納税基金積立事業費,,244,274,30,12.3,増額,2533
総務費,総務管理費,企画費,,,企業版ふるさと納税基金積立費,企業版ふるさと納税基金積立事業費,企業版ふるさと納税基金積立金,,,,,不明,
総務費,総務管理費,行政経営費,,,,,,1732,1755,23,1.3,増額,2593
総務費,総務管理費,行政経営費,旅費,,,,,87,46,-41,-47.1,減額,4733
総務費,総務管理費,行政経営費,旅費,普通旅費,,,,27,22,-5,-18.5,減額,4340
総務費,総務管理費,行政経営費,旅費,特別旅費,,,,60,24,-36,-60,減額,4705
総務費,総務管理費,行政経営費,需用費,,,,,211,193,-18,-8.5,減額,4548
総務費,総務管理費,行政経営費,需用費,消耗品費,,,,51,81,30,58.8,増額,2534
総務費,総務管理費,行政経営費,需用費,印刷製本費,,,,160,112,-48,-30,減額,4782
総務費,総務管理費,行政経営費,使用料及び賃借料,,,,,1337,1419,82,6.1,増額,2274
総務費,総務管理費,行政経営費,負担金、補助及び交付金,,,,,97,97,0,0,横ばい,3103
総務費,総務管理費,行政経営費,負担金、補助及び交付金,負担金,,,,97,97,0,0,横ばい,3104
総務費,総務管理費,行政経営費,,,行政経営費,,,1732,1755,23,1.3,増額,2594
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,,1732,1755,23,1.3,増額,2595
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,行政改革推進,,,,,不明,
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,組織定数管理,,,,,不明,
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,行政経営会議開催,,,,,不明,
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,職員テレワーク推進,,,,,不明,
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,中核市市長会中核市候補市参加負担金,30,30,0,0,横ばい,3105
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,北方領土返還要求静岡県民会議負担金,30,30,0,0,横ばい,3106
総務費,総務管理費,行政経営費,,,行政経営費,行政経営推進費,会議、研修会出席者負担金,37,37,0,0,横ばい,3107
総務費,総務管理費,情報システ,,,,,,2551719,2260059,-291660,-11.4,減額,6269
総務費,総務管理費,情報システ,報償費,,,,,264,297,33,12.5,増額,2497
総務費,総務管理費,情報システ,旅費,,,,,412,414,2,0.5,増額,2917
総務費,総務管理費,情報システ,旅費,費用弁償,,,,60,60,0,0,横ばい,3108
総務費,総務管理費,情報システ,旅費,普通旅費,,,,183,182,-1,-0.5,減額,4221
総務費,総務管理費,情報システ,旅費,特別旅費,,,,169,172,3,1.8,増額,2903
総務費,総務管理費,情報システ,需用費,,,,,5031,3527,-1504,-29.9,減額,5602
総務費,総務管理費,情報システ,需用費,消耗品費,,,,1602,1623,21,1.3,増額,2608
総務費,総務管理費,情報システ,需用費,印刷製本費,,,,929,929,0,0,横ばい,3109
総務費,総務管理費,情報システ,需用費,修繕料,,,,2500,975,-1525,-61,減額,5606
総務費,総務管理費,情報システ,役務費,,,,,67035,64751,-2284,-3.4,減額,5710
総務費,総務管理費,情報システ,役務費,通信運搬費,,,,61201,58366,-2835,-4.6,減額,5752
総務費,総務管理費,情報システ,役務費,手数料,,,,5834,6385,551,9.4,増額,1521
総務費,総務管理費,情報システ,委託料,,,,,2004806,1610688,-394118,-19.7,減額,6278
総務費,総務管理費,情報システ,使用料及び賃借料,,,,,463418,573989,110571,23.9,増額,151
総務費,総務管理費,情報システ,負担金、補助及び交付金,,,,,10753,5538,-5215,-48.5,減額,5896
総務費,総務管理費,情報システ,負担金、補助及び交付金,負担金,,,,1574,1573,-1,-0.1,減額,4222
総務費,総務管理費,情報システ,負担金、補助及び交付金,交付金,,,,9179,3965,-5214,-56.8,減額,5894
総務費,総務管理費,情報システ,,,情報化推進費,,,2520225,2235456,-284769,-11.3,減額,6268
総務費,総務管理費,情報システ,,,情報化推進費,ネットワーク管理事業費,,127108,104101,-23007,-18.1,減額,6080
総務費,総務管理費,情報システ,,,情報化推進費,ネットワーク管理事業費,テレワーク環境運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,ネットワーク管理事業費,出先機関ネットワーク機器更新,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報化推進費,ネットワーク管理事業費,ネットワーク機器運用（732台）,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報化推進費,ネットワーク管理事業費,出先機関（133か所）ネットワーク,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報化推進費,ネットワーク管理事業費,会議、研修会出席者負担金,121,80,-41,-33.9,減額,4734
総務費,総務管理費,情報システ,,,情報化推進費,セキュリティ対策事業費,,39525,37044,-2481,-6.3,減額,5721
総務費,総務管理費,情報システ,,,情報化推進費,セキュリティ対策事業費,情報セキュリティポリシー運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,セキュリティ対策事業費,セキュリティ対策機器運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,セキュリティ対策事業費,自治体情報セキュリティクラウド,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,セキュリティ対策事業費,会議、研修会出席者負担金,105,105,0,0,横ばい,3110
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,,643513,509662,-133851,-20.8,減額,6235
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,庁内ＯＡ化システム（端末・サーバ）更新,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,"庁内ＯＡ化機器管理（端末2,365台）",,0,,,廃止,
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,全庁型地理情報システム運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,財務会計・文書管理システム運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,複合機統合管理システム等運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,ウェブ会議環境運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,ＲＰＡシステム運用管理,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,庁内ＯＡ化推進事業費,会議、研修会出席者負担金,73,113,40,54.8,増額,2464
総務費,総務管理費,情報システ,,,情報化推進費,共同電算事業費,,1710079,1584649,-125430,-7.3,減額,6234
総務費,総務管理費,情報システ,,,情報化推進費,共同電算事業費,富士市・富士宮市共同電算,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,共同電算事業費,第３期共同電算事業（標準化対応等）,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報化推進費,共同電算事業費,社会保障・税番号制度,9179,3965,-5214,-56.8,減額,5895
総務費,総務管理費,情報システ,,,情報化推進費,共同電算事業費,中間サーバー・プラットフォーム交付金,,,,,不明,
総務費,総務管理費,情報システ,,,情報化推進費,共同電算事業費,地方公共団体情報システム機構負担金,270,270,0,0,横ばい,3111
総務費,総務管理費,情報システ,,,情報化推進費,共同電算事業費,会議、研修会出席者負担金,55,55,0,0,横ばい,3112
総務費,総務管理費,情報システ,,,情報政策費,,,31494,24603,-6891,-21.9,減額,5929
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,,29264,24603,-4661,-15.9,減額,5864
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,第５次情報化計画策定,,,,,不明,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,マイナポータル手続支援,,,,,不明,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,条例・規則等におけるアナログ規制の,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,データ利活用促進事業,,,,,不明,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,公共施設予約システム（オンライン決済対応）,,,,,不明,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,電子申請システム（オンライン決済対応）,,,,,不明,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,市民向け地図情報システム,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,デジタル格差解消のための産学官民連携事業,,,,,不明,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,窓口手数料等キャッシュレス化推進,,,,,不明,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,ＡＩ－ＯＣＲシステム導入,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,ＭＣＲコンソーシアム負担金,840,840,0,0,横ばい,3113
総務費,総務管理費,情報システ,,,情報政策費,情報化計画推進事業費,会議、研修会出席者負担金,110,110,0,0,横ばい,3114
総務費,総務管理費,情報システ,,,情報政策費,デジタルマーケティング推進事業費,,2230,0,-2230,-100,廃止,5702
総務費,総務管理費,情報システ,,,情報政策費,デジタルマーケティング推進事業費,コンテンツ制作・広告配信・分析,,0,,,廃止,
総務費,総務管理費,情報システ,,,情報政策費,デジタルマーケティング推進事業費,デジタルマーケティング研修実施,,0,,,廃止,
総務費,総務管理費,公平委員会,,,,,,391,405,14,3.6,増額,2691
総務費,総務管理費,公平委員会,報酬,,,,,170,180,10,5.9,増額,2758
総務費,総務管理費,公平委員会,旅費,,,,,78,108,30,38.5,増額,2535
総務費,総務管理費,公平委員会,旅費,費用弁償,,,,51,66,15,29.4,増額,2677
総務費,総務管理費,公平委員会,旅費,特別旅費,,,,27,42,15,55.6,増額,2678
総務費,総務管理費,公平委員会,需用費,,,,,16,17,1,6.3,増額,2954
総務費,総務管理費,公平委員会,需用費,消耗品費,,,,15,15,0,0,横ばい,3115
総務費,総務管理費,公平委員会,需用費,食糧費,,,,1,2,1,100,増額,2955
総務費,総務管理費,公平委員会,負担金、補助及び交付金,,,,,127,100,-27,-21.3,減額,4644
総務費,総務管理費,公平委員会,負担金、補助及び交付金,負担金,,,,127,100,-27,-21.3,減額,4645
総務費,総務管理費,公平委員会,,,給与費,,,170,180,10,5.9,増額,2759
総務費,総務管理費,公平委員会,,,給与費,公平委員　３人,,170,180,10,5.9,増額,2760
総務費,総務管理費,公平委員会,,,公平委員会費,,,221,225,4,1.8,増額,2873
総務費,総務管理費,公平委員会,,,公平委員会費,公平委員会運営費,,221,225,4,1.8,増額,2874
総務費,総務管理費,公平委員会,,,公平委員会費,公平委員会運営費,全国公平委員会連合会負担金,58,58,0,0,横ばい,3116
総務費,総務管理費,公平委員会,,,公平委員会費,公平委員会運営費,全国公平委員会連合会東海支部負担金,10,10,0,0,横ばい,3117
総務費,総務管理費,公平委員会,,,公平委員会費,公平委員会運営費,県公平委員会連合会負担金,18,18,0,0,横ばい,3118
総務費,総務管理費,公平委員会,,,公平委員会費,公平委員会運営費,会議、研修会出席者負担金,41,14,-27,-65.9,減額,4646
総務費,総務管理費,地域振興費,,,,,,162691,173645,10954,6.7,増額,492
総務費,総務管理費,地域振興費,報酬,,,,,2132,2421,289,13.6,増額,1811
総務費,総務管理費,地域振興費,職員手当等,,,,,447,511,64,14.3,増額,2338
総務費,総務管理費,地域振興費,職員手当等,期末手当,,,,385,437,52,13.5,増額,2393
総務費,総務管理費,地域振興費,職員手当等,勤勉手当,,,,62,74,12,19.4,増額,2726
総務費,総務管理費,地域振興費,共済費,,,,,398,425,27,6.8,増額,2561
総務費,総務管理費,地域振興費,報償費,,,,,2009,1929,-80,-4,減額,4896
総務費,総務管理費,地域振興費,旅費,,,,,215,246,31,14.4,増額,2522
総務費,総務管理費,地域振興費,旅費,費用弁償,,,,106,131,25,23.6,増額,2579
総務費,総務管理費,地域振興費,旅費,普通旅費,,,,16,14,-2,-12.5,減額,4269
総務費,総務管理費,地域振興費,旅費,特別旅費,,,,93,101,8,8.6,増額,2793
総務費,総務管理費,地域振興費,需用費,,,,,2839,3447,608,21.4,増額,1475
総務費,総務管理費,地域振興費,需用費,消耗品費,,,,1459,1576,117,8,増額,2148
総務費,総務管理費,地域振興費,需用費,食糧費,,,,3,5,2,66.7,増額,2918
総務費,総務管理費,地域振興費,需用費,印刷製本費,,,,1377,1866,489,35.5,増額,1572
総務費,総務管理費,地域振興費,役務費,,,,,41259,41342,83,0.2,増額,2270
総務費,総務管理費,地域振興費,役務費,通信運搬費,,,,50,50,0,0,横ばい,3119
総務費,総務管理費,地域振興費,役務費,手数料,,,,41011,41094,83,0.2,増額,2271
総務費,総務管理費,地域振興費,役務費,保険料,,,,198,198,0,0,横ばい,3120
総務費,総務管理費,地域振興費,委託料,,,,,4701,4301,-400,-8.5,減額,5307
総務費,総務管理費,地域振興費,負担金、補助及び交付金,,,,,108691,119023,10332,9.5,増額,506
総務費,総務管理費,地域振興費,負担金、補助及び交付金,負担金,,,,40,40,0,0,横ばい,3121
総務費,総務管理費,地域振興費,負担金、補助及び交付金,補助金,,,,83125,87237,4112,4.9,増額,805
総務費,総務管理費,地域振興費,負担金、補助及び交付金,交付金,,,,25526,31746,6220,24.4,増額,682
総務費,総務管理費,地域振興費,,,給与費,,,3055,3435,380,12.4,増額,1674
総務費,総務管理費,地域振興費,,,給与費,まちづくり活動推進審議会委員　１２人,,200,330,130,65,増額,2118
総務費,総務管理費,地域振興費,,,給与費,パートタイム会計年度任用職員,,2855,3105,250,8.8,増額,1851
総務費,総務管理費,地域振興費,,,自治振興費,,,159208,169788,10580,6.6,増額,497
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,,91993,89966,-2027,-2.2,減額,5683
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,広報紙等配布（388町内会・区）,,,,,不明,
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,町内会等自治組織振興,,,,,不明,
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,町内会区域図データ更新,,,,,不明,
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,町内会連合会活動事業補助金,1650,1650,0,0,横ばい,3122
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,公会堂設置費等補助金,29545,27310,-2235,-7.6,減額,5704
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,掲示板設置費補助金,400,400,0,0,横ばい,3123
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,町内会長交付金,17867,17868,1,0,増額,2956
総務費,総務管理費,地域振興費,,,自治振興費,自治振興事業費,会議、研修会出席者負担金,20,20,0,0,横ばい,3124
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,,67215,79822,12607,18.8,増額,461
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,次期まちづくり活動推進計画策定,,0,,,廃止,
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,各地区住民アンケート結果フィードバック,,0,,,廃止,
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり協議会事務局運営担当研修開催,,0,,,廃止,
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,地区別人材育成講座開催,,,,,不明,
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり協議会部会長交流会開催,,,,,不明,
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり協議会認知度ＵＰラジオ放送事業,,0,,,廃止,
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,地域コミュニティづくり補助金,5000,2500,-2500,-50,減額,5729
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり協議会連合会活動事業補助金,726,726,0,0,横ばい,3125
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり協議会事務局支援補助金,13432,27104,13672,101.8,増額,439
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり推進事業補助金,10600,8800,-1800,-17,減額,5647
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり協議会活性化補助金,21772,18747,-3025,-13.9,減額,5767
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,まちづくり活動推進一括交付金,7659,13878,6219,81.2,増額,683
総務費,総務管理費,地域振興費,,,自治振興費,コミュニティづくり推進事業費,会議、研修会出席者負担金,20,20,0,0,横ばい,3126
総務費,総務管理費,地域振興費,,,市民憲章推進費,,,428,422,-6,-1.4,減額,4370
総務費,総務管理費,地域振興費,,,市民憲章推進費,市民憲章推進事業費,,428,422,-6,-1.4,減額,4371
総務費,総務管理費,地域振興費,,,市民憲章推進費,市民憲章推進事業費,市民憲章の普及啓発,,,,,不明,
総務費,総務管理費,住居表示整,,,,,,63,55,-8,-12.7,減額,4408
総務費,総務管理費,住居表示整,需用費,,,,,63,55,-8,-12.7,減額,4409
総務費,総務管理費,住居表示整,需用費,消耗品費,,,,63,55,-8,-12.7,減額,4410
総務費,総務管理費,住居表示整,,,住居表示整備費,,,63,55,-8,-12.7,減額,4411
総務費,総務管理費,住居表示整,,,住居表示整備費,住居表示管理事業費,,63,55,-8,-12.7,減額,4412
総務費,総務管理費,住居表示整,,,住居表示整備費,住居表示管理事業費,住居表示実施区域の付番,,,,,不明,
総務費,総務管理費,式典行事費,,,,,,1723,3754,2031,117.9,増額,1037
総務費,総務管理費,式典行事費,報酬,,,,,50,50,0,0,横ばい,3127
総務費,総務管理費,式典行事費,報償費,,,,,1291,1566,275,21.3,増額,1825
総務費,総務管理費,式典行事費,需用費,,,,,318,685,367,115.4,増額,1690
総務費,総務管理費,式典行事費,需用費,消耗品費,,,,57,433,376,659.6,増額,1678
総務費,総務管理費,式典行事費,需用費,食糧費,,,,4,4,0,0,横ばい,3128
総務費,総務管理費,式典行事費,需用費,印刷製本費,,,,257,248,-9,-3.5,減額,4434
総務費,総務管理費,式典行事費,役務費,,,,,48,37,-11,-22.9,減額,4470
総務費,総務管理費,式典行事費,役務費,手数料,,,,2,2,0,0,横ばい,3129
総務費,総務管理費,式典行事費,役務費,筆耕翻訳料,,,,46,35,-11,-23.9,減額,4471
総務費,総務管理費,式典行事費,使用料及び賃借料,,,,,16,16,0,0,横ばい,3130
総務費,総務管理費,式典行事費,,,給与費,,,50,50,0,0,横ばい,3131
総務費,総務管理費,式典行事費,,,給与費,表彰審査委員会委員　５人,,50,50,0,0,横ばい,3132
総務費,総務管理費,式典行事費,,,式典行事費,,,1673,3704,2031,121.4,増額,1038
総務費,総務管理費,式典行事費,,,式典行事費,市長表彰費,,1412,3437,2025,143.4,増額,1039
総務費,総務管理費,式典行事費,,,式典行事費,市長表彰費,表彰条例に基づく表彰,,,,,不明,
総務費,総務管理費,式典行事費,,,式典行事費,地域社会貢献者褒賞表彰費,,261,267,6,2.3,増額,2829
総務費,総務管理費,式典行事費,,,式典行事費,地域社会貢献者褒賞表彰費,地域社会貢献者褒賞規則に基づく表彰,,,,,不明,
総務費,総務管理費,多文化共生,,,,,,36167,36594,427,1.2,増額,1635
総務費,総務管理費,多文化共生,報酬,,,,,17709,21329,3620,20.4,増額,843
総務費,総務管理費,多文化共生,職員手当等,,,,,3031,3781,750,24.7,増額,1409
総務費,総務管理費,多文化共生,職員手当等,期末手当,,,,2613,3236,623,23.8,増額,1463
総務費,総務管理費,多文化共生,職員手当等,勤勉手当,,,,418,545,127,30.4,増額,2124
総務費,総務管理費,多文化共生,共済費,,,,,2731,3328,597,21.9,増額,1485
総務費,総務管理費,多文化共生,報償費,,,,,2525,2247,-278,-11,減額,5215
総務費,総務管理費,多文化共生,旅費,,,,,1376,1540,164,11.9,増額,2034
総務費,総務管理費,多文化共生,旅費,費用弁償,,,,1331,1485,154,11.6,増額,2064
総務費,総務管理費,多文化共生,旅費,普通旅費,,,,16,13,-3,-18.7,減額,4293
総務費,総務管理費,多文化共生,旅費,特別旅費,,,,29,42,13,44.8,増額,2710
総務費,総務管理費,多文化共生,需用費,,,,,1072,1386,314,29.3,増額,1746
総務費,総務管理費,多文化共生,需用費,消耗品費,,,,197,114,-83,-42.1,減額,4908
総務費,総務管理費,多文化共生,需用費,食糧費,,,,4,3,-1,-25,減額,4223
総務費,総務管理費,多文化共生,需用費,印刷製本費,,,,268,723,455,169.8,増額,1591
総務費,総務管理費,多文化共生,需用費,光熱水費,,,,603,543,-60,-10,減額,4834
総務費,総務管理費,多文化共生,役務費,,,,,1232,387,-845,-68.6,減額,5489
総務費,総務管理費,多文化共生,役務費,通信運搬費,,,,1003,246,-757,-75.5,減額,5469
総務費,総務管理費,多文化共生,役務費,筆耕翻訳料,,,,229,141,-88,-38.4,減額,4926
総務費,総務管理費,多文化共生,委託料,,,,,6030,2030,-4000,-66.3,減額,5839
総務費,総務管理費,多文化共生,使用料及び賃借料,,,,,461,417,-44,-9.5,減額,4750
総務費,総務管理費,多文化共生,,,給与費,,,24758,29862,5104,20.6,増額,737
総務費,総務管理費,多文化共生,,,給与費,パートタイム会計年度任用職員,,24758,29862,5104,20.6,増額,738
総務費,総務管理費,多文化共生,,,給与費,パートタイム会計年度任用職員,ポルトガル語通訳　　　　　　 2人,,0,,,廃止,
総務費,総務管理費,多文化共生,,,給与費,パートタイム会計年度任用職員,スペイン語通訳　　　　　　　 1人,,0,,,廃止,
総務費,総務管理費,多文化共生,,,給与費,パートタイム会計年度任用職員,国際交流ラウンジ言語通訳　　16人,,0,,,廃止,
総務費,総務管理費,多文化共生,,,多文化共生費,,,11409,6732,-4677,-41,減額,5866
総務費,総務管理費,多文化共生,,,多文化共生費,国際交流ラウンジ費,,1838,1839,1,0.1,増額,2957
総務費,総務管理費,多文化共生,,,多文化共生費,国際交流ラウンジ費,国際交流ラウンジ運営,,,,,不明,
総務費,総務管理費,多文化共生,,,多文化共生費,国際交流ラウンジ費,日本語教室等開催,,,,,不明,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,,9571,4893,-4678,-48.9,減額,5867
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,多文化共生に関する市民意識調査,,0,,,廃止,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,外国人市民懇話会開催,,0,,,廃止,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,外国人相談,,,,,不明,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,在住外国人支援,,,,,不明,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,国際交流フェア開催,,,,,不明,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,学習サポートセンター運営,,,,,不明,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,外国人のための日本語講座開催,,,,,不明,
総務費,総務管理費,多文化共生,,,多文化共生費,地域国際化事業費,対話・交流型日本語教室開催,,,,,不明,
総務費,総務管理費,防犯まちづ,,,,,,53118,54275,1157,2.2,増額,1247
総務費,総務管理費,防犯まちづ,報酬,,,,,91,91,0,0,横ばい,3133
総務費,総務管理費,防犯まちづ,報償費,,,,,147,265,118,80.3,増額,2146
総務費,総務管理費,防犯まちづ,旅費,,,,,12,12,0,0,横ばい,3134
