kan_name,kou_name,moku_name,setsu_layer1_name,setsu_layer2_name,setsumei_layer1_name,setsumei_layer2_name,setsumei_layer3_name,amount_2025,amount_2026,増減額,増減率,状態,増減額順位
議会費,,,,,,,,499446,488451,-10995,-2.2,減額,6002
議会費,議会費,,,,,,,499446,488451,-10995,-2.2,減額,6003
議会費,議会費,議会費,,,,,,499446,488451,-10995,-2.2,減額,6004
議会費,議会費,議会費,報酬,,,,,205923,205920,-3,0,減額,4292
議会費,議会費,議会費,給料,,,,,50061,49604,-457,-0.9,減額,5351
議会費,議会費,議会費,職員手当等当,,,,,127291,126760,-531,-0.4,減額,5391
議会費,議会費,議会費,職員手当等当,管理職手当,,,,1925,1925,0,0,横ばい,2983
議会費,議会費,議会費,職員手当等当,扶養手当,,,,2244,1318,-926,-41.3,減額,5512
議会費,議会費,議会費,職員手当等当,地域手当,,,,1627,2119,492,30.2,増額,1566
議会費,議会費,議会費,職員手当等当,住居手当,,,,336,291,-45,-13.4,減額,4755
議会費,議会費,議会費,職員手当等当,通勤手当,,,,1119,1319,200,17.9,増額,1938
議会費,議会費,議会費,職員手当等当,時間外勤務手,,,,3000,2000,-1000,-33.3,減額,5533
議会費,議会費,議会費,職員手当等当,休日勤務手当,,,,50,50,0,0,横ばい,2984
議会費,議会費,議会費,職員手当等当,期末手当,,,,12321,12061,-260,-2.1,減額,5202
議会費,議会費,議会費,職員手当等当,勤勉手当,,,,9945,9924,-21,-0.2,減額,4591
議会費,議会費,議会費,職員手当等当,議員期末手当,,,,94724,95753,1029,1.1,増額,1288
議会費,議会費,議会費,共済費,,,,,72581,66595,-5986,-8.2,減額,5908
議会費,議会費,議会費,報償費,,,,,190,190,0,0,横ばい,2985
議会費,議会費,議会費,旅費,,,,,3429,3446,17,0.5,増額,2648
議会費,議会費,議会費,旅費,費用弁償,,,,2564,2607,43,1.7,増額,2443
議会費,議会費,議会費,旅費,普通旅費,,,,10,9,-1,-10,減額,4217
議会費,議会費,議会費,旅費,特別旅費,,,,855,830,-25,-2.9,減額,4630
議会費,議会費,議会費,交際費,,,,,180,180,0,0,横ばい,2986
議会費,議会費,議会費,需用費,,,,,6943,6264,-679,-9.8,減額,5443
議会費,議会費,議会費,需用費,消耗品費,,,,711,732,21,3,増額,2607
議会費,議会費,議会費,需用費,食糧費,,,,80,80,0,0,横ばい,2987
議会費,議会費,議会費,需用費,印刷製本費,,,,6152,5452,-700,-11.4,減額,5448
議会費,議会費,議会費,役務費,,,,,2009,2219,210,10.5,増額,1916
議会費,議会費,議会費,役務費,通信運搬費,,,,1671,1920,249,14.9,増額,1853
議会費,議会費,議会費,役務費,広告料,,,,264,264,0,0,横ばい,2988
議会費,議会費,議会費,役務費,手数料,,,,49,35,-14,-28.6,減額,4505
議会費,議会費,議会費,役務費,保険料,,,,25,0,-25,-100,廃止,4631
議会費,議会費,議会費,委託料,,,,,7028,7610,582,8.3,増額,1498
議会費,議会費,議会費,使用料及び賃借料,,,,,5414,5407,-7,-0.1,減額,4385
議会費,議会費,議会費,備品購入費,,,,,4443,229,-4214,-94.8,減額,5851
議会費,議会費,議会費,負担金、補助及び交付金,,,,,13924,14027,103,0.7,増額,2182
議会費,議会費,議会費,負担金、補助及び交付金,負担金,,,,1636,1739,103,6.3,増額,2183
議会費,議会費,議会費,負担金、補助及び交付金,交付金,,,,12288,12288,0,0,横ばい,2989
議会費,議会費,議会費,公課費,,,,,30,0,-30,-100,廃止,4660
議会費,議会費,議会費,,,給与費,,,455856,448879,-6977,-1.5,減額,5933
議会費,議会費,議会費,,,給与費,市議会議員　３２人,,355394,352146,-3248,-0.9,減額,5782
議会費,議会費,議会費,,,給与費,一般職　１２人,,100462,0,-100462,-100,廃止,6224
議会費,議会費,議会費,,,議会活動費,,,43031,38853,-4178,-9.7,減額,5850
議会費,議会費,議会費,,,議会活動費,議会人事管理事業費,,444,442,-2,-0.5,減額,4261
議会費,議会費,議会費,,,議会活動費,議会人事管理事業費,市議会議員共済会事務負担金,416,416,0,0,横ばい,2990
議会費,議会費,議会費,,,議会活動費,議事運営事業費,,17150,18183,1033,6,増額,1284
議会費,議会費,議会費,,,議会活動費,議事運営事業費,本会議及び各委員会等運営,,,,,不明,
議会費,議会費,議会費,,,議会活動費,議事運営事業費,各委員会等行政視察,,,,,不明,
議会費,議会費,議会費,,,議会活動費,議事運営事業費,ペーパーレス会議等対応,,,,,不明,
議会費,議会費,議会費,,,議会活動費,議事運営事業費,議場音響・映像設備運用管理,,,,,不明,
議会費,議会費,議会費,,,議会活動費,議事運営事業費,全員協議会室及び委員会室,,,,,不明,
議会費,議会費,議会費,,,議会活動費,議会渉外事業費,,6193,1806,-4387,-70.8,減額,5858
議会費,議会費,議会費,,,議会活動費,議会渉外事業費,議長車更新,,0,,,廃止,
議会費,議会費,議会費,,,議会活動費,議会渉外事業費,全国市議会議長会負担金,925,925,0,0,横ばい,2991
議会費,議会費,議会費,,,議会活動費,議会渉外事業費,県市議会議長会負担金,53,107,54,101.9,増額,2388
議会費,議会費,議会費,,,議会活動費,議会渉外事業費,全国自治体病院経営都市議会協議会,18,18,0,0,横ばい,2992
議会費,議会費,議会費,,,議会活動費,議会渉外事業費,全国高速自動車道市議会協議会負担金,20,20,0,0,横ばい,2993
議会費,議会費,議会費,,,議会活動費,議会渉外事業費,会議、研修会出席者負担金,151,151,0,0,横ばい,2994
議会費,議会費,議会費,,,議会活動費,議員調査活動事業費,,13150,13140,-10,-0.1,減額,4441
議会費,議会費,議会費,,,議会活動費,議員調査活動事業費,政務活動費交付金,12288,12288,0,0,横ばい,2995
議会費,議会費,議会費,,,議会活動費,議会広報事業費,,6094,5282,-812,-13.3,減額,5483
議会費,議会費,議会費,,,議会活動費,議会広報事業費,議会だより発行,,,,,不明,
議会費,議会費,議会費,,,議会事務局運営費,,,559,719,160,28.6,増額,2047
議会費,議会費,議会費,,,議会事務局運営費,議会事務局運営費,,559,719,160,28.6,増額,2048
議会費,議会費,議会費,,,議会事務局運営費,議会事務局運営費,会議、研修会出席者負担金,53,58,5,9.4,増額,2851
総務費,,,,,,,,9851001,9616154,-234847,-2.4,減額,6258
総務費,総務管理費,,,,,,,8032062,7848456,-183606,-2.3,減額,6249
総務費,総務管理費,一般管理費,,,,,,2240363,2194678,-45685,-2,減額,6167
総務費,総務管理費,一般管理費,給料,,,,,806031,829876,23845,3,増額,334
総務費,総務管理費,一般管理費,職員手当等当,,,,,752856,1074874,322018,42.8,増額,52
総務費,総務管理費,一般管理費,職員手当等当,管理職手当,,,,20920,19847,-1073,-5.1,減額,5546
総務費,総務管理費,一般管理費,職員手当等当,扶養手当,,,,25232,25908,676,2.7,増額,1429
総務費,総務管理費,一般管理費,職員手当等当,地域手当,,,,25314,34512,9198,36.3,増額,546
総務費,総務管理費,一般管理費,職員手当等当,住居手当,,,,8666,9888,1222,14.1,増額,1218
総務費,総務管理費,一般管理費,職員手当等当,通勤手当,,,,17034,16732,-302,-1.8,減額,5238
総務費,総務管理費,一般管理費,職員手当等当,時間外勤務手,,,,84078,83000,-1078,-1.3,減額,5548
総務費,総務管理費,一般管理費,職員手当等当,休日勤務手当,,,,1800,1800,0,0,横ばい,2996
総務費,総務管理費,一般管理費,職員手当等当,期末手当,,,,200870,209847,8977,4.5,増額,550
総務費,総務管理費,一般管理費,職員手当等当,勤勉手当,,,,149784,159077,9293,6.2,増額,542
総務費,総務管理費,一般管理費,職員手当等当,退職手当,,,,76016,378293,302277,397.6,増額,57
総務費,総務管理費,一般管理費,職員手当等当,児童手当,,,,142710,135970,-6740,-4.7,減額,5927
総務費,総務管理費,一般管理費,職員手当等当,単身赴任手当,,,,432,0,-432,-100,廃止,5327
総務費,総務管理費,一般管理費,共済費,,,,,270090,276350,6260,2.3,増額,678
総務費,総務管理費,一般管理費,旅費,,,,,1257,1212,-45,-3.6,減額,4756
総務費,総務管理費,一般管理費,旅費,普通旅費,,,,292,221,-71,-24.3,減額,4868
総務費,総務管理費,一般管理費,旅費,特別旅費,,,,965,991,26,2.7,増額,2565
総務費,総務管理費,一般管理費,需用費,,,,,1329,1379,50,3.8,増額,2405
総務費,総務管理費,一般管理費,需用費,消耗品費,,,,1129,1139,10,0.9,増額,2756
総務費,総務管理費,一般管理費,需用費,食糧費,,,,5,5,0,0,横ばい,2997
総務費,総務管理費,一般管理費,需用費,印刷製本費,,,,195,235,40,20.5,増額,2463
総務費,総務管理費,一般管理費,役務費,,,,,2986,3289,303,10.1,増額,1764
総務費,総務管理費,一般管理費,役務費,手数料,,,,5,3,-2,-40,減額,4262
総務費,総務管理費,一般管理費,役務費,保険料,,,,2981,3286,305,10.2,増額,1759
総務費,総務管理費,一般管理費,使用料及び賃借料,,,,,100,100,0,0,横ばい,2998
総務費,総務管理費,一般管理費,備品購入費,,,,,220,0,-220,-100,廃止,5150
総務費,総務管理費,一般管理費,負担金、補助及び交付金,,,,,2458,2542,84,3.4,増額,2260
総務費,総務管理費,一般管理費,負担金、補助及び交付金,負担金,,,,2458,2542,84,3.4,増額,2261
総務費,総務管理費,一般管理費,積立金,,,,,403036,5056,-397980,-98.7,減額,6279
総務費,総務管理費,一般管理費,,,給与費,,,1828977,2181100,352123,19.3,増額,46
総務費,総務管理費,一般管理費,,,給与費,特別職　３人,,109128,51774,-57354,-52.6,減額,6184
総務費,総務管理費,一般管理費,,,給与費,一般職　１７８人,,1719849,0,-1719849,-100,廃止,6297
総務費,総務管理費,一般管理費,,,職員退職手当基金積立費,,,403036,5056,-397980,-98.7,減額,6280
総務費,総務管理費,一般管理費,,,職員退職手当基金積立費,職員退職手当基金積立事業費,,403036,5056,-397980,-98.7,減額,6281
総務費,総務管理費,一般管理費,,,職員退職手当基金積立費,職員退職手当基金積立事業費,職員退職手当基金積立金,,,,,不明,
総務費,総務管理費,一般管理費,,,一般管理費,,,2984,3289,305,10.2,増額,1760
総務費,総務管理費,一般管理費,,,一般管理費,市民総合賠償補償保険費,,2984,3289,305,10.2,増額,1761
総務費,総務管理費,一般管理費,,,一般管理費,市民総合賠償補償保険費,塡補限度額,,,,,不明,
総務費,総務管理費,一般管理費,,,1事故　1千万円　年間　3千万円,,,,,,,不明,
総務費,総務管理費,一般管理費,,,1事故　1千万円　年間　3千万円,サイバーリスクによる損害賠償　　 2億円,,,,,,不明,
総務費,総務管理費,一般管理費,,,1事故　1千万円　年間　3千万円,サイバーリスクによる対応費用,,,,,,不明,
総務費,総務管理費,一般管理費,,,1事故　年間　3千万円,,,,,,,不明,
総務費,総務管理費,一般管理費,,,秘書事務費,,,5366,5233,-133,-2.5,減額,5027
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,,5366,5233,-133,-2.5,減額,5028
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,一般秘書事務経費,,,,,不明,
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,全国市長会分担金,915,915,0,0,横ばい,2999
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,県市長会分担金,999,999,0,0,横ばい,3000
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,県市政事務研究会分担金,139,185,46,33.1,増額,2424
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,サンフロント２１懇話会負担金,10,10,0,0,横ばい,3001
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,第１４０回東海市長会通常総会負担金,10,0,-10,-100,廃止,4442
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,第１４１回東海市長会通常総会負担金,10,0,-10,-100,廃止,4443
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,９月県定例市長会議負担金,30,30,0,0,横ばい,3002
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,県市政事務研究会県外都市行政調査,40,60,20,50,増額,2620
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,県東部市長会議負担金,60,60,0,0,横ばい,3003
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,県東部副市長会議負担金,30,48,18,60,増額,2637
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,全国都市問題会議負担金,20,20,0,0,横ばい,3004
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,県防衛協会負担金,10,10,0,0,横ばい,3005
総務費,総務管理費,一般管理費,,,秘書事務費,秘書事務費,その他諸会議出席者等負担金,185,185,0,0,横ばい,3006
総務費,総務管理費,人事管理費,,,,,,201504,205720,4216,2.1,増額,798
総務費,総務管理費,人事管理費,報酬,,,,,51528,56783,5255,10.2,増額,725
総務費,総務管理費,人事管理費,職員手当等,,,,,11889,12992,1103,9.3,増額,1258
総務費,総務管理費,人事管理費,職員手当等,期末手当,,,,10249,11120,871,8.5,増額,1352
総務費,総務管理費,人事管理費,職員手当等,勤勉手当,,,,1640,1872,232,14.1,増額,1883
総務費,総務管理費,人事管理費,共済費,,,,,50791,51832,1041,2,増額,1280
総務費,総務管理費,人事管理費,災害補償費,,,,,50,50,0,0,横ばい,3007
総務費,総務管理費,人事管理費,報償費,,,,,8371,9540,1169,14,増額,1244
総務費,総務管理費,人事管理費,旅費,,,,,4847,3906,-941,-19.4,減額,5517
総務費,総務管理費,人事管理費,旅費,費用弁償,,,,2388,2444,56,2.3,増額,2379
総務費,総務管理費,人事管理費,旅費,普通旅費,,,,1257,505,-752,-59.8,減額,5463
総務費,総務管理費,人事管理費,旅費,特別旅費,,,,1202,957,-245,-20.4,減額,5180
総務費,総務管理費,人事管理費,需用費,,,,,5821,6022,201,3.5,増額,1934
総務費,総務管理費,人事管理費,需用費,消耗品費,,,,4958,5134,176,3.5,増額,1995
総務費,総務管理費,人事管理費,需用費,燃料費,,,,5,0,-5,-100,廃止,4339
総務費,総務管理費,人事管理費,需用費,食糧費,,,,90,42,-48,-53.3,減額,4781
総務費,総務管理費,人事管理費,需用費,印刷製本費,,,,728,813,85,11.7,増額,2257
総務費,総務管理費,人事管理費,需用費,医薬材料費,,,,40,33,-7,-17.5,減額,4386
総務費,総務管理費,人事管理費,役務費,,,,,740,556,-184,-24.9,減額,5111
総務費,総務管理費,人事管理費,役務費,広告料,,,,440,447,7,1.6,増額,2816
総務費,総務管理費,人事管理費,役務費,手数料,,,,227,31,-196,-86.3,減額,5125
総務費,総務管理費,人事管理費,役務費,筆耕翻訳料,,,,10,0,-10,-100,廃止,4444
総務費,総務管理費,人事管理費,役務費,保険料,,,,63,78,15,23.8,増額,2675
総務費,総務管理費,人事管理費,委託料,,,,,53943,55694,1751,3.2,増額,1088
総務費,総務管理費,人事管理費,使用料及び賃借料,,,,,5885,2110,-3775,-64.1,減額,5819
総務費,総務管理費,人事管理費,負担金、補助及び交付金,,,,,7639,5846,-1793,-23.5,減額,5645
総務費,総務管理費,人事管理費,負担金、補助及び交付金,負担金,,,,5209,3566,-1643,-31.5,減額,5624
総務費,総務管理費,人事管理費,負担金、補助及び交付金,補助金,,,,2430,2280,-150,-6.2,減額,5051
総務費,総務管理費,人事管理費,,,給与費,,,116594,124049,7455,6.4,増額,617
総務費,総務管理費,人事管理費,,,給与費,公務災害補償等認定委員会委員　４人,,40,0,-40,-100,廃止,4727
総務費,総務管理費,人事管理費,,,給与費,公務災害補償等審査会委員　２人,,20,20,0,0,横ばい,3008
総務費,総務管理費,人事管理費,,,給与費,パートタイム会計年度任用職員,,116534,123791,7257,6.2,増額,622
総務費,総務管理費,人事管理費,,,職員管理費,,,11613,7594,-4019,-34.6,減額,5840
総務費,総務管理費,人事管理費,,,職員管理費,職員採用試験費,,3422,3553,131,3.8,増額,2113
総務費,総務管理費,人事管理費,,,職員管理費,職員採用試験費,受験予想人員　620人,,0,,,廃止,
総務費,総務管理費,人事管理費,,,職員管理費,その他職員管理費,,8191,4041,-4150,-50.7,減額,5849
総務費,総務管理費,人事管理費,,,職員管理費,その他職員管理費,会議、研修会出席者負担金,136,136,0,0,横ばい,3009
総務費,総務管理費,人事管理費,,,人材育成費,,,15091,14131,-960,-6.4,減額,5522
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,,15091,14131,-960,-6.4,減額,5523
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,基本研修、専門研修、派遣研修、自主研修,,,,,不明,
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,自己啓発活動助成金,400,400,0,0,横ばい,3010
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,自主研究グループ活動助成金,100,100,0,0,横ばい,3011
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,職員資格取得等助成金,200,200,0,0,横ばい,3012
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,日本経営協会負担金,50,50,0,0,横ばい,3013
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,県市職員研修協議会負担金,8,8,0,0,横ばい,3014
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,ｅラーニング事業者負担金,396,0,-396,-100,廃止,5304
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,土木技術職員育成研修参加者負担金,3427,2520,-907,-26.5,減額,5511
総務費,総務管理費,人事管理費,,,人材育成費,人材育成事業費,会議、研修会出席者負担金,967,627,-340,-35.2,減額,5262
総務費,総務管理費,人事管理費,,,職員厚生費,,,58206,59946,1740,3,増額,1089
総務費,総務管理費,人事管理費,,,職員厚生費,健康管理費,,52324,54034,1710,3.3,増額,1095
総務費,総務管理費,人事管理費,,,職員厚生費,健康管理費,定期健康診断、健康相談,,,,,不明,
総務費,総務管理費,人事管理費,,,職員厚生費,健康管理費,人間ドック・脳ドック,,,,,不明,
総務費,総務管理費,人事管理費,,,職員厚生費,健康管理費,職員インフルエンザ予防接種補助金,1100,1000,-100,-9.1,減額,4955
総務費,総務管理費,人事管理費,,,職員厚生費,健康管理費,県保健師会負担金,3,3,0,0,横ばい,3015
総務費,総務管理費,人事管理費,,,職員厚生費,安全衛生管理費,,269,270,1,0.4,増額,2950
総務費,総務管理費,人事管理費,,,職員厚生費,安全衛生管理費,衛生管理者資格取得経費等,,,,,不明,
総務費,総務管理費,人事管理費,,,職員厚生費,安全衛生管理費,会議、研修会出席者負担金,37,37,0,0,横ばい,3016
総務費,総務管理費,人事管理費,,,職員厚生費,被服貸与費,,3600,3700,100,2.8,増額,2191
総務費,総務管理費,人事管理費,,,職員厚生費,職員福利厚生事業費,,2013,1942,-71,-3.5,減額,4869
総務費,総務管理費,人事管理費,,,職員厚生費,職員福利厚生事業費,公務災害等補償経費,,,,,不明,
総務費,総務管理費,人事管理費,,,職員厚生費,職員福利厚生事業費,スポーツ大会等経費,,,,,不明,
総務費,総務管理費,人事管理費,,,職員厚生費,職員福利厚生事業費,職員登録クラブ助成金,630,580,-50,-7.9,減額,4793
総務費,総務管理費,人事管理費,,,職員厚生費,職員福利厚生事業費,県都市職員福利厚生連絡会負担金,150,150,0,0,横ばい,3017
総務費,総務管理費,人事管理費,,,職員厚生費,職員福利厚生事業費,富士社会保険協会負担金,35,35,0,0,横ばい,3018
総務費,総務管理費,文書費,,,,,,67403,69625,2222,3.3,増額,1015
総務費,総務管理費,文書費,報酬,,,,,6585,7038,453,6.9,増額,1596
総務費,総務管理費,文書費,職員手当等,,,,,1490,1682,192,12.9,増額,1960
総務費,総務管理費,文書費,職員手当等,期末手当,,,,1284,1439,155,12.1,増額,2061
総務費,総務管理費,文書費,職員手当等,勤勉手当,,,,206,243,37,18,増額,2481
総務費,総務管理費,文書費,共済費,,,,,1287,1395,108,8.4,増額,2172
総務費,総務管理費,文書費,旅費,,,,,268,251,-17,-6.3,減額,4536
総務費,総務管理費,文書費,旅費,費用弁償,,,,233,233,0,0,横ばい,3019
総務費,総務管理費,文書費,旅費,普通旅費,,,,35,18,-17,-48.6,減額,4537
総務費,総務管理費,文書費,需用費,,,,,11041,11341,300,2.7,増額,1775
総務費,総務管理費,文書費,需用費,消耗品費,,,,4960,5098,138,2.8,増額,2099
総務費,総務管理費,文書費,需用費,食糧費,,,,3,3,0,0,横ばい,3020
総務費,総務管理費,文書費,需用費,印刷製本費,,,,5951,6113,162,2.7,増額,2038
総務費,総務管理費,文書費,需用費,光熱水費,,,,17,17,0,0,横ばい,3021
総務費,総務管理費,文書費,需用費,修繕料,,,,110,110,0,0,横ばい,3022
総務費,総務管理費,文書費,役務費,,,,,32925,31208,-1717,-5.2,減額,5632
総務費,総務管理費,文書費,役務費,通信運搬費,,,,28048,27062,-986,-3.5,減額,5529
総務費,総務管理費,文書費,役務費,保管料,,,,3017,3265,248,8.2,増額,1856
総務費,総務管理費,文書費,役務費,手数料,,,,1860,881,-979,-52.6,減額,5528
総務費,総務管理費,文書費,委託料,,,,,7406,8625,1219,16.5,増額,1221
総務費,総務管理費,文書費,使用料及び賃借料,,,,,6194,7880,1686,27.2,増額,1101
総務費,総務管理費,文書費,備品購入費,,,,,96,94,-2,-2.1,減額,4263
総務費,総務管理費,文書費,負担金、補助及び交付金,,,,,111,111,0,0,横ばい,3023
総務費,総務管理費,文書費,負担金、補助及び交付金,負担金,,,,111,111,0,0,横ばい,3024
総務費,総務管理費,文書費,,,給与費,,,9582,10335,753,7.9,増額,1405
総務費,総務管理費,文書費,,,給与費,情報公開審査会委員　５人,,50,50,0,0,横ばい,3025
総務費,総務管理費,文書費,,,給与費,個人情報保護審査会委員　５人,,50,50,0,0,横ばい,3026
総務費,総務管理費,文書費,,,給与費,行政不服審査会委員　５人,,50,50,0,0,横ばい,3027
総務費,総務管理費,文書費,,,給与費,パートタイム会計年度任用職員,,9432,10185,753,8,増額,1406
総務費,総務管理費,文書費,,,行政管理費,,,5479,5637,158,2.9,増額,2053
総務費,総務管理費,文書費,,,行政管理費,例規管理費,,5320,5478,158,3,増額,2054
総務費,総務管理費,文書費,,,行政管理費,例規管理費,例規集（電子データ）更新,,,,,不明,
総務費,総務管理費,文書費,,,行政管理費,例規管理費,顧問弁護士委託,,,,,不明,
総務費,総務管理費,文書費,,,行政管理費,例規管理費,会議、研修会出席者負担金,37,37,0,0,横ばい,3028
総務費,総務管理費,文書費,,,行政管理費,行政不服審査費,,159,159,0,0,横ばい,3029
総務費,総務管理費,文書費,,,行政管理費,行政不服審査費,行政不服審査に係る事務的経費,,,,,不明,
総務費,総務管理費,文書費,,,行政管理費,行政不服審査費,会議、研修会出席者負担金,37,37,0,0,横ばい,3030
総務費,総務管理費,文書費,,,文書管理費,,,52342,53653,1311,2.5,増額,1196
総務費,総務管理費,文書費,,,文書管理費,庁内印刷費,,12690,14662,1972,15.5,増額,1048
総務費,総務管理費,文書費,,,文書管理費,ファイリングシステム管理費,,4684,4767,83,1.8,増額,2268
総務費,総務管理費,文書費,,,文書管理費,ファイリングシステム管理費,各課用ファイリング物品管理,,,,,不明,
総務費,総務管理費,文書費,,,文書管理費,ファイリングシステム管理費,伝法書庫維持管理,,,,,不明,
総務費,総務管理費,文書費,,,文書管理費,ファイリングシステム管理費,保存文書保管,,,,,不明,
総務費,総務管理費,文書費,,,文書管理費,情報公開・個人情報保護費,,1118,1118,0,0,横ばい,3031
総務費,総務管理費,文書費,,,文書管理費,情報公開・個人情報保護費,設計書情報提供システム運用管理,,,,,不明,
総務費,総務管理費,文書費,,,文書管理費,情報公開・個人情報保護費,会議、研修会出席者負担金,37,37,0,0,横ばい,3032
総務費,総務管理費,文書費,,,文書管理費,その他文書管理費,,33850,33106,-744,-2.2,減額,5461
総務費,総務管理費,文書費,,,文書管理費,その他文書管理費,郵便物等取扱い,,,,,不明,
総務費,総務管理費,文書費,,,文書管理費,その他文書管理費,文書配布業務,,0,,,廃止,
総務費,総務管理費,市史編さん,,,,,,4190,4484,294,7,増額,1799
総務費,総務管理費,市史編さん,報酬,,,,,2805,2988,183,6.5,増額,1977
総務費,総務管理費,市史編さん,職員手当等,,,,,658,733,75,11.4,増額,2292
総務費,総務管理費,市史編さん,職員手当等,期末手当,,,,567,627,60,10.6,増額,2360
総務費,総務管理費,市史編さん,職員手当等,勤勉手当,,,,91,106,15,16.5,増額,2676
総務費,総務管理費,市史編さん,共済費,,,,,507,550,43,8.5,増額,2444
総務費,総務管理費,市史編さん,旅費,,,,,93,80,-13,-14,減額,4495
総務費,総務管理費,市史編さん,旅費,費用弁償,,,,78,78,0,0,横ばい,3033
総務費,総務管理費,市史編さん,旅費,普通旅費,,,,15,2,-13,-86.7,減額,4496
総務費,総務管理費,市史編さん,需用費,,,,,127,133,6,4.7,増額,2827
総務費,総務管理費,市史編さん,需用費,消耗品費,,,,50,50,0,0,横ばい,3034
総務費,総務管理費,市史編さん,需用費,印刷製本費,,,,77,83,6,7.8,増額,2828
総務費,総務管理費,市史編さん,,,給与費,,,4048,4349,301,7.4,増額,1768
総務費,総務管理費,市史編さん,,,給与費,パートタイム会計年度任用職員,,4048,4349,301,7.4,増額,1769
総務費,総務管理費,市史編さん,,,市史編さん費,,,142,135,-7,-4.9,減額,4387
総務費,総務管理費,市史編さん,,,市史編さん費,市史編さん事業費,,142,135,-7,-4.9,減額,4388
総務費,総務管理費,市史編さん,,,市史編さん費,市史編さん事業費,資料収集等調査,,,,,不明,
総務費,総務管理費,市史編さん,,,市史編さん費,市史編さん事業費,「市史だより」発行,,,,,不明,
総務費,総務管理費,広報広聴費,,,,,,98016,94479,-3537,-3.6,減額,5802
総務費,総務管理費,広報広聴費,報酬,,,,,3713,4021,308,8.3,増額,1755
総務費,総務管理費,広報広聴費,報償費,,,,,100,100,0,0,横ばい,3035
総務費,総務管理費,広報広聴費,旅費,,,,,333,314,-19,-5.7,減額,4560
総務費,総務管理費,広報広聴費,旅費,費用弁償,,,,220,220,0,0,横ばい,3036
総務費,総務管理費,広報広聴費,旅費,普通旅費,,,,10,8,-2,-20,減額,4264
総務費,総務管理費,広報広聴費,旅費,特別旅費,,,,103,86,-17,-16.5,減額,4538
総務費,総務管理費,広報広聴費,需用費,,,,,44318,42021,-2297,-5.2,減額,5711
総務費,総務管理費,広報広聴費,需用費,消耗品費,,,,1001,701,-300,-30,減額,5229
総務費,総務管理費,広報広聴費,需用費,印刷製本費,,,,43217,41220,-1997,-4.6,減額,5675
総務費,総務管理費,広報広聴費,需用費,修繕料,,,,100,100,0,0,横ばい,3037
総務費,総務管理費,広報広聴費,役務費険料,,,,,11917,0,-11917,-100,廃止,6016
総務費,総務管理費,広報広聴費,役務費険料,通信運搬費,,,,213,0,-213,-100,廃止,5137
総務費,総務管理費,広報広聴費,役務費険料,広告料,,,,11676,0,-11676,-100,廃止,6012
総務費,総務管理費,広報広聴費,役務費険料,手数料,,,,9,0,-9,-100,廃止,4431
総務費,総務管理費,広報広聴費,役務費険料,自動車損害保,,,,19,0,-19,-100,廃止,4561
総務費,総務管理費,広報広聴費,委託料,,,,,23520,23853,333,1.4,増額,1725
総務費,総務管理費,広報広聴費,使用料及び賃借料,,,,,9613,10991,1378,14.3,増額,1181
総務費,総務管理費,広報広聴費,備品購入費,,,,,3451,30,-3421,-99.1,減額,5790
総務費,総務管理費,広報広聴費,負担金、補助及び交付金,,,,,1044,1070,26,2.5,増額,2566
総務費,総務管理費,広報広聴費,負担金、補助及び交付金,負担金,,,,344,370,26,7.6,増額,2567
総務費,総務管理費,広報広聴費,負担金、補助及び交付金,補助金,,,,700,700,0,0,横ばい,3038
総務費,総務管理費,広報広聴費,公課費,,,,,7,0,-7,-100,廃止,4389
総務費,総務管理費,広報広聴費,,,給与費,,,3933,4241,308,7.8,増額,1756
総務費,総務管理費,広報広聴費,,,給与費,パートタイム会計年度任用職員,,3933,4241,308,7.8,増額,1757
総務費,総務管理費,広報広聴費,,,広報費,,,69471,66131,-3340,-4.8,減額,5784
総務費,総務管理費,広報広聴費,,,広報費,広報ふじ作成費,,38833,37094,-1739,-4.5,減額,5635
